Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type,Machine failure,TWF,HDF,PWF,OSF,RNF
297.1706533332841,310.8453484756608,1318.044657053093,44.89236496033591,201.00606356941506,M,0,0,0,0,0,0
300.0736505982735,307.81831251380925,1252.3342117129691,27.53467348671414,184.13811356416448,M,0,0,0,0,0,0
299.67493732715275,311.07083037553014,1691.4198943644622,34.419156187240944,164.38162395986197,M,0,0,0,0,0,0
297.19206588210733,309.8585658693356,1229.6813883187835,50.35833734383825,183.49089588575026,L,0,0,0,0,0,0
300.12639112051477,310.4830449414812,1594.7644853418985,32.79695773272389,176.60077636615011,M,0,0,0,0,0,0
295.57857766910485,310.58644997444844,1425.159696871493,63.66843641974947,139.2331928299419,M,0,0,0,0,0,0
299.9740723231373,312.4968525734413,1472.796820614543,59.846155145663,142.632010271627,M,1,0,0,0,0,1
299.3758879023936,312.8045152561103,1626.6750326366914,38.978974897482686,156.09588498144,M,0,0,0,0,0,0
298.45717757282995,308.3431002341377,1176.2893335307876,40.970362637038356,69.67352001490579,M,0,0,0,0,0,0
299.6533548008531,308.95285480991373,1624.4847836617198,66.23917745718089,52.098912811349614,L,0,0,0,0,0,0
299.85165166803785,309.1946798456967,1697.460165095818,50.18146501678795,-14.46784002360684,M,0,0,0,0,0,0
299.9404522523301,310.1118320015348,1843.246137770855,23.400501518449786,142.7803396276865,L,0,0,0,0,0,0
300.6854890893275,306.80499512885024,1652.5591492111948,32.027652209649276,48.26958685754546,H,0,0,0,0,0,0
299.19478829642816,308.3938174085976,1529.8036577619066,33.54471140393932,125.43888240767615,M,0,0,0,0,0,0
297.9993785774534,309.9493243516552,1937.8817113404716,37.005043119770704,156.81793430063556,L,0,0,0,0,0,0
299.51657288049535,310.7770949163082,1262.0851446868,50.197106973295845,76.13367555962407,M,0,0,0,0,0,0
294.095140001231,308.5432382635629,1631.155602662845,49.68130679796252,62.17034186108484,M,1,0,0,0,1,0
299.0311417143394,307.82479519936913,1525.9446655064323,42.69951598772502,89.51981392228676,L,0,0,0,0,0,0
296.12741203818695,309.5766674845616,1634.791923990287,51.15664141079974,135.67603715100168,L,0,0,0,0,0,0
299.9322767290317,308.19954654610024,1568.5709947866449,47.348375475339814,63.70556362779536,L,0,0,0,0,0,0
296.4318707596181,308.2204484636171,1764.6003505637211,39.6620556853227,151.63332949987256,M,0,0,0,0,0,0
297.89863629367926,309.7674424656394,1430.86493654717,43.14737489722858,156.6552474235369,L,0,0,0,0,0,0
300.99810912008905,308.8129525113134,1581.6903238786952,46.78103533191113,61.42040262112866,M,0,0,0,0,0,0
300.54109822683427,312.3290797646614,1692.882978387018,43.41979104838556,173.65197844196297,M,0,0,0,0,0,0
301.91969256702356,310.7128409818451,1647.1599021131894,18.84721231411128,174.95765757553085,M,0,0,0,0,0,0
299.0640236086399,310.6384874189928,1648.8231981166234,47.76473354546715,86.33739507921071,M,0,0,0,0,0,0
302.10142687756235,310.0420804457072,1504.9111081302847,35.867862317249894,75.36361757344514,L,0,0,0,0,0,0
297.01460851256104,309.0200348823895,1563.3432972890575,45.28657796615721,129.0507226474953,M,0,0,0,0,0,0
298.48323574157234,310.5026190435933,1265.872440062798,45.96478267369125,90.33613839273315,M,1,1,0,0,0,0
298.3373435767588,310.9413261595529,1233.758974379668,42.29196859904116,127.79254779627722,H,0,0,0,0,0,0
301.98849927152037,308.011719922179,1432.8876085155425,41.7628085639318,70.24049175664862,M,0,0,0,0,0,0
301.7092066925298,312.86419070701413,1494.009691429589,52.923020103498345,85.72492118601266,M,0,0,0,0,0,0
297.1961174393931,308.0716000973707,1550.3712336084354,36.518054395697405,46.98030426305545,M,0,0,0,0,0,0
299.59135463351276,307.8782889614996,1354.5634869220248,25.055448379574802,85.54342906538682,H,0,0,0,0,0,0
302.64685622491027,309.6687853740694,1507.8102442238264,40.35990311356618,50.7673637647108,M,0,0,0,0,0,0
302.19391180839324,308.6217997177381,1142.4618837490461,39.623852787727174,144.29379368434877,M,0,0,0,0,0,0
298.6277597637602,312.31505194966616,1396.6171428722469,41.380681194436605,89.8484736424486,M,0,0,0,0,0,0
297.3125800853788,308.1543453160006,1822.4786855563675,53.93135643535855,147.44039850451213,M,0,0,0,0,0,0
301.69927354667874,309.6536071742508,1720.8884796131629,46.605075319741374,206.68540082167112,M,0,0,0,0,0,0
302.5898974590308,313.28762802088266,1425.4726598007796,49.55244002782534,164.12182473899455,M,0,0,0,0,0,0
297.81242298056594,311.3128139629246,1418.4712390426776,39.646828435448754,144.18815819121227,M,0,0,0,0,0,0
300.96673431062766,308.7890736380483,1828.7563795731583,34.9575384848784,95.73667290542586,M,0,0,0,0,0,0
298.46305756549805,306.741034435952,1605.047949097041,32.62375644915951,156.77769167655356,M,0,0,0,0,0,0
304.37790324206355,309.82078993150054,1508.7571544188127,58.96256932865612,28.866320904572163,M,1,0,1,0,0,0
298.9103820521721,310.1093365604086,1545.118601799751,42.36855081979238,176.11173720424887,M,0,0,0,0,0,0
304.1723614636239,309.3091959138681,1427.54133377296,26.207583930579116,158.58781831122116,L,0,0,0,0,0,0
298.59915069239116,310.6261078032961,1695.498890569978,34.25007305962631,147.08895086376384,H,0,0,0,0,0,0
299.638271136436,308.54406414181983,1508.095157517331,47.67258720442823,101.62169432076495,M,0,0,0,0,0,0
299.69656129501976,313.0698367793913,1307.980063395954,32.27199587483956,115.44594244991278,M,0,0,0,0,0,0
300.2659326632956,308.52624976239156,1175.052145313048,28.872272695871892,73.25069546935447,L,0,0,0,0,0,0
297.2330528385453,310.3361719017941,1610.1887275969443,26.384125159311914,-22.747738047551763,L,0,0,0,0,0,0
300.54428143175056,311.53736306058835,1445.7786628238734,42.66372275917298,124.33096351509315,M,0,0,0,0,0,0
303.0560649278872,308.66894645568584,1113.8631403022782,36.31341280340626,99.66812650928615,L,0,0,0,0,0,0
303.2558618956261,311.8331756444576,1459.9334212293284,55.508364519653796,253.11972758269187,H,0,0,0,0,0,0
300.6963133082697,309.78810885313584,1877.933356026417,39.414017544291,91.58746087760278,L,0,0,0,0,0,0
301.31028017418333,311.08650416239925,1560.714989512652,48.05234103331699,214.46965426068041,M,0,0,0,0,0,0
305.4685621817503,308.31807873948077,1457.7940658137707,52.33719741385963,207.64481577227875,M,0,0,0,0,0,0
300.52180539350394,311.3976783459046,1343.6005296659575,38.49637921462842,95.95063350739647,M,0,0,0,0,0,0
299.51741674232164,308.9004005085087,1210.9240584329593,56.81415206937648,54.13345776079118,M,0,0,0,0,0,0
300.17713977872904,312.0577873123197,1888.1289180075114,39.27979820362841,96.02334959135348,H,0,0,0,0,0,0
301.2680806467469,307.87533009656926,1561.3406344881544,51.76535531626399,127.39627733697512,M,0,0,0,0,0,0
299.12801785500073,311.86677212594225,1426.9201440941608,52.494072291926926,56.81385997144679,H,0,0,0,0,0,0
297.5149417967545,309.175427516662,1329.3842757869236,29.432488224909704,90.93364039326988,L,0,0,0,0,0,0
300.59484275848166,309.46733207385796,1591.6331064521205,33.69279584388686,147.86865070453607,L,0,0,0,0,0,0
298.00449490157996,312.81046258077,1676.8534462755854,40.65244035286099,189.64700030310192,M,0,0,0,0,0,0
298.07203653600345,307.2119975837147,1801.9204638057631,44.61033721183989,102.9097520847577,M,0,0,0,0,0,0
301.4263047037879,308.22963733727767,1571.5651858437527,59.00637678176855,-80.01037684131052,H,0,0,0,0,0,0
301.4919673208217,309.50133275592214,1314.4605018748018,27.91987945678394,58.52960546843617,M,0,0,0,0,0,0
298.58112077132085,310.84018310057513,1621.5843509574236,19.697290487355723,162.2154504047355,L,0,0,0,0,0,0
296.6143402235384,310.9346009085487,1881.4180633675107,50.74787210196084,141.1806684855865,M,0,0,0,0,0,0
302.79680652904466,308.8204558300704,1209.8136007070323,42.74401743150649,175.36236327193103,L,0,0,0,0,0,0
296.0569300910794,308.31733683349313,1240.4995020828983,36.822064323453205,119.35835677239955,H,0,0,0,0,0,0
298.26629334108685,310.0707982298337,1265.9331663450623,31.620000017389195,13.395938683551847,M,0,0,0,0,0,0
298.14267149895755,312.54949588813184,1202.6055629651953,41.439523362360774,43.42555207829295,M,0,0,0,0,0,0
297.1362140925036,309.81257026419263,1672.9573528063702,32.43924996880027,170.36636111979152,M,0,0,0,0,0,0
301.6447906535755,310.8340148393175,1672.541085401903,51.05790483023355,63.30053132043449,L,0,0,0,0,0,0
298.83548253166896,312.1604902862244,1784.3902208723164,31.667390567841373,146.76365147820792,L,0,0,0,0,0,0
302.0290538232097,312.6195980325529,1695.4068636648544,44.490699272238764,92.9200268988622,M,0,0,0,0,0,0
298.5093163142682,310.40437000660205,1352.732658640921,42.7223433779219,191.3758916122475,M,0,0,0,0,0,0
303.7398700213351,312.5280424735113,1754.390342418958,47.84816419201424,186.8716226310866,L,0,0,0,0,0,0
298.49227429001655,312.0799426029689,1640.2765306053466,49.877990383685116,98.54156192632635,M,0,0,0,0,0,0
300.7402705388554,310.7778736176622,1608.99000437614,41.09585081549051,61.43151104400487,L,0,0,0,0,0,0
299.69058385459016,311.09040988727594,1469.087189697297,43.840204176613454,175.77370856510854,M,0,0,0,0,0,0
300.56584512322297,307.0395143955318,1553.4903041970786,31.619829804207747,14.062423886979929,M,0,0,0,0,0,0
304.2810532460246,311.757918013418,1282.7084328553974,26.867487728064773,24.756327539154782,L,0,0,0,0,0,0
298.7172581543015,307.6365700805771,1641.5750065638763,43.109520197387965,115.24235300904137,H,0,0,0,0,0,0
298.76208345923544,308.70841558371757,1574.7636749002547,24.439017537429113,141.30055740527513,M,0,0,0,0,0,0
296.9649114973536,308.4219706898922,1411.961042649031,37.05658005341975,30.553355956594373,L,0,0,0,0,0,0
299.4304870507108,309.6622655995333,1731.3544956888634,48.865791849784884,-61.53145132219336,M,0,0,0,0,0,0
299.2173330175345,308.83987787232917,1625.0926236876717,48.367544747882775,48.809111114446836,M,0,0,0,0,0,0
302.675368868663,307.69281974198447,1588.6211253079562,48.099369727289385,217.1526902034705,M,0,0,0,0,0,0
300.2858448183432,308.59562956630543,1396.1414068296433,18.602367950523725,97.52611918640629,M,0,0,0,0,0,0
302.17440417289833,307.5013077742566,1444.385279053036,42.74206357243897,280.15561380233123,M,0,0,0,0,0,0
300.52671131172013,310.0619488672285,1643.6654823745605,27.139904575260804,111.76788688106144,L,0,0,0,0,0,0
295.83544443371113,312.48192524690586,1468.265447348248,38.56208410783589,28.270770701572815,H,0,0,0,0,0,0
300.58490560040167,310.4275737137034,1668.4137345223585,38.04531395260211,141.04292063033165,M,0,0,0,0,0,0
300.5303703149397,310.71073953777653,1285.768847097719,36.42890081750376,169.13479764373,M,0,0,0,0,0,0
301.30005120251815,309.9231397790527,1150.81494757967,42.85105566727201,124.35352739099204,H,0,0,0,0,0,0
298.52860566189236,313.41446447110434,1899.4809490224307,43.83255696048325,76.17588960711102,M,0,0,0,0,0,0
301.6219540280086,312.5977724809584,1574.8851154616823,29.305717053508708,1.2703947986342001,M,0,0,0,0,0,0
298.9130738330401,311.6686833675338,1238.1346711947876,57.826855202895004,189.51206754466108,M,0,0,0,0,0,0
303.7610942704177,308.2697007545793,1703.2593668802265,25.532310795656983,128.93867142137344,L,0,0,0,0,0,0
301.4975052909336,311.9448097068495,1583.6836724352934,47.34577438988989,15.611793083057265,L,0,0,0,0,0,0
302.9716644522646,310.6302989381517,1706.531611755846,38.52886964617658,124.92410972873297,L,0,0,0,0,0,0
299.0433781399842,310.3549650826099,1592.864942778552,34.38686562573023,207.14072373359272,M,0,0,0,0,0,0
304.83321711794474,310.6969208851308,1504.5849840464186,50.561242679603055,124.05414349515345,M,0,0,0,0,0,0
297.9602116894188,309.08066279357394,1537.779505083695,39.358689651112805,18.926624761927826,M,0,0,0,0,0,0
301.9269801529548,310.9016547621633,1575.941526795281,48.79669043105041,194.16671410494206,L,0,0,0,0,0,0
300.48632512956146,310.74087498346677,1589.9059050421301,47.12969570845931,135.43988606057783,L,0,0,0,0,0,0
299.92159638155874,307.73663263934156,1727.9919883698049,21.24746698707999,83.2598364500669,M,0,0,0,0,0,0
301.4107567472983,310.5207709098502,1559.495635286942,40.86312561267478,91.94087728161875,M,0,0,0,0,0,0
300.27371872926057,308.4268328832685,1665.3314285344466,36.22352990569082,163.4884077400069,M,0,0,0,0,0,0
301.74998753314077,310.143274263955,1471.9632876411729,34.981021140179315,-48.12979737655823,M,0,0,0,0,0,0
299.65043642336843,311.6324228122981,1328.8199238314107,44.93348072961007,-19.183100283927757,M,0,0,0,0,0,0
303.3720746255174,308.9458478509628,1553.8071152176606,35.01718647219149,100.48526117440701,H,0,0,0,0,0,0
298.746312405611,311.12480302357375,1485.7229278345596,25.75434424696283,123.64361889691308,M,0,0,0,0,0,0
298.1740110379742,310.4042464669677,1841.7722500257667,44.816084062271514,120.45990534267715,M,0,0,0,0,0,0
299.7811888223946,308.04815710755105,1422.6301644443545,54.03824283250995,185.22830532715022,M,0,0,0,0,0,0
299.32501834780504,309.4229307796699,1533.7261798428024,48.77087281551687,187.18548544589382,H,0,0,0,0,0,0
300.74186806169394,308.701614720497,1331.0098623170265,36.7862858661897,111.17670435128957,M,0,0,0,0,0,0
296.1418694048868,306.77370933851086,1227.3215542429575,39.73867196116751,148.77799321800313,L,0,0,0,0,0,0
300.9427114450279,308.8012072469953,1309.1570101767063,46.537142156889566,-17.369698508472695,L,0,0,0,0,0,0
301.94068897736975,309.9374043095412,1482.9725926691597,22.26200616800789,68.86343403446571,M,0,0,0,0,0,0
299.26874107364335,311.54054338666697,1455.3914490437242,31.65873781343419,162.12993651793883,M,0,0,0,0,0,0
297.32590681794636,309.68870342886447,1437.487280892179,29.6519702486747,123.4137762727977,M,0,0,0,0,0,0
296.50301830678694,308.51596190174234,1361.0955988843357,45.72223455787654,64.26086147719178,H,0,0,0,0,0,0
298.30261602007397,309.03606407117684,1619.4474156959643,55.38422291084254,147.5180297339881,M,0,0,0,0,0,0
301.0354215616558,309.910793836609,1464.978610290504,37.88923826005481,151.8924095953518,M,0,0,0,0,0,0
299.1774592316168,310.99900152963164,1556.375182682056,46.40004129801705,159.81353614766374,M,0,0,0,0,0,0
298.63533380910627,312.02237885482447,1228.456577404461,45.23814383511687,162.85644579882006,H,0,0,0,0,0,0
300.24101893064585,309.5773842871248,1668.0099866142796,21.22207285487673,125.41223643682474,M,0,0,0,0,0,0
300.7596901113365,308.66451586321847,1779.6711993266388,45.65207092678524,164.56573614011307,M,0,0,0,0,0,0
300.4327828745062,309.95079879986275,1566.9993790489295,63.60377365371762,29.82502093957237,M,0,0,0,0,0,0
299.8650101845426,313.1137353785782,1577.747527247647,49.03098039132538,55.298612416673,M,0,0,0,0,0,0
302.7849144214172,312.12862135553377,1318.37147336618,42.511700783455254,68.69249268994687,M,0,0,0,0,0,0
302.75441872897164,307.78990815803115,1743.9758390074117,46.17704792136302,102.76183564219494,M,0,0,0,0,0,0
304.1101817940505,311.14172342380795,1645.8181103947516,47.98776858078007,140.46797707067606,M,0,0,0,0,0,0
300.7357640938761,310.5135707534807,1504.2783683847936,58.69186250843902,162.02499590404173,L,0,0,0,0,0,0
297.92537862009266,311.0632054651207,1592.797898251085,53.38963553103626,-3.9883124545326183,M,0,0,0,0,0,0
301.70357894609316,308.5607599997571,1761.948677306707,51.635421454877935,27.10664245380761,H,0,0,0,0,0,0
301.97628424912574,310.0964781470962,1342.6846008299904,35.053099995305615,9.78570880449631,H,0,0,0,0,0,0
300.88991017225277,309.8866694710502,1351.4284779451573,24.651275369342553,227.44016668929606,M,0,0,0,0,0,0
301.79044525315544,312.23248639732645,1355.8591601663484,48.25407758424067,143.12608547316972,M,0,0,0,0,0,0
298.951969563276,308.13252801027136,1668.6895960179847,52.5634083600016,185.25064144852996,H,0,0,0,0,0,0
300.894268301921,309.3709256033493,1521.4036890909836,39.0693076647329,43.6908606645453,M,0,0,0,0,0,0
299.2284540498564,310.7482546870734,1398.0399698206747,38.063970382107655,106.90442792074431,H,0,0,0,0,0,0
298.10191076375247,312.12651458793823,1793.9168317143221,26.018509371189296,181.90316426943014,L,0,0,0,0,0,0
297.3588481958749,311.17987049747586,1351.5417451401142,34.878195363626546,22.530189114837228,M,0,0,0,0,0,0
301.2987830931968,310.9028458333887,1378.2252433818946,48.62272935552023,56.652276120167045,M,0,0,0,0,0,0
297.4031576481697,308.6117076440167,1314.832106594692,50.69294730155087,114.89685301938884,L,0,0,0,0,0,0
302.6678834938303,310.4323022589855,1377.0339132489644,52.06638248848008,116.70221930000103,M,0,0,0,0,0,0
301.06376999135233,306.8095994196511,1505.9530472224185,54.39546319064111,90.62327551821261,M,0,0,0,0,0,0
298.55218158507216,312.14539343044305,1424.271695749246,51.145877598045864,98.21321758225812,L,0,0,0,0,0,0
300.06187267428237,311.33953930114274,1825.1153227568204,48.35892166378514,115.73120048978893,L,0,0,0,0,0,0
301.21924431028145,308.0098971263544,1789.8981245453615,21.840181814961195,123.04836532671565,M,0,0,0,0,0,0
300.13117166393073,308.56014246386405,1452.066166112495,27.040382912675142,246.60472329380343,L,0,0,0,0,0,0
299.4326957784758,310.32904096795914,1576.7842107418717,45.777058608514444,147.36653138868567,L,0,0,0,0,0,0
303.64884474266137,310.7704965027693,1320.8424244309974,33.69610754463339,33.53579032628676,M,0,0,0,0,0,0
297.0739910141457,311.22558916846646,1578.4957259261093,25.79153984277489,169.93131157019252,H,0,0,0,0,0,0
301.2058398992098,309.50656497491946,1602.8263580252847,45.2515866613503,103.97673341373113,L,0,0,0,0,0,0
296.1922275332928,309.8157814821377,1408.846691988684,46.198890415192416,87.13372435553902,L,0,0,0,0,0,0
299.4591262706395,313.38876478778224,1538.4384831374111,38.04303673534394,68.21793520059515,M,0,0,0,0,0,0
301.54968809434325,311.007774085357,1531.5558722782375,46.318703722755195,238.18380675010405,M,0,0,0,0,0,0
297.68079740706435,312.2292258779646,1556.4863868683515,32.77432301718641,159.41019705988163,L,0,0,0,0,0,0
297.13002367045766,308.06773292270435,1672.9797678798272,29.79402313158952,66.7572967054625,M,0,0,0,0,0,0
298.882866971945,309.81825053027507,1494.4228608763806,43.70877793761885,116.13153346269951,H,0,0,0,0,0,0
296.3784091007554,308.9037455579984,1726.6929956444344,24.682087823427217,221.57521303256726,L,0,0,0,0,0,0
299.89874207954483,310.794577504467,1538.020558938975,63.73636652527024,131.7047609856431,M,0,0,0,0,0,0
299.4202598819721,309.44566217033355,1561.829612098821,24.987602266320753,48.53214665346439,M,0,0,0,0,0,0
299.49149086484863,312.44691320583206,1651.371418406083,52.36870057350674,127.87691669838138,M,0,0,0,0,0,0
296.13680616771825,309.5426657787629,1494.1903848073973,39.578137202448765,97.30343563325579,M,0,0,0,0,0,0
301.9152713575419,310.68780826209667,1517.195929442801,18.323264136484813,86.67433351535175,M,0,0,0,0,0,0
301.1331792764556,309.24807808725996,1689.2488947571171,47.43380738589146,132.29184587505372,H,0,0,0,0,0,0
301.5587741552088,310.58068795149075,1667.1356986527442,34.61749269347636,28.684514376937045,H,1,0,1,0,0,0
300.1304612157637,310.5216709071108,1611.377622939503,25.957596623016585,-9.454525884458818,M,0,0,0,0,0,0
304.76097920675613,309.3692046585081,1548.8775023276585,44.788494947887926,127.65428515666552,M,0,0,0,0,0,0
303.35313745533057,309.9503709001055,1365.4036796953706,46.88962457791029,-19.662931674870478,M,0,0,0,0,0,0
302.9135826885564,308.42700048593196,1538.4520151397014,30.444563096538147,122.02101871867988,M,0,0,0,0,0,0
299.4988935006606,310.0296866918478,1428.9284033655338,18.85550304785978,65.0323722576421,M,0,0,0,0,0,0
296.97088204499624,311.23658156573487,1559.7077742779916,24.024449888009684,159.429143721667,M,0,0,0,0,0,0
297.511574241835,307.3950754423811,1563.3269002878803,40.3383447406716,77.46199707121227,M,0,0,0,0,0,0
299.7891909058314,311.10654255970695,1518.6945268030097,29.34405787304312,87.8753080096769,M,0,0,0,0,0,0
299.270604418029,311.01029625370234,1748.943017088891,40.19400039399277,44.717901994340835,M,0,0,0,0,0,0
297.8944818766233,310.2353095168714,1561.4400438920097,37.24972124766908,190.10612260488656,L,0,0,0,0,0,0
302.3140875094903,314.72292803113487,1394.3886616390573,27.59138585891297,70.50526733862239,M,0,0,0,0,0,0
299.22018170344944,306.737642457754,1326.5999496718298,23.633792129104343,-13.341241523365511,M,0,0,0,0,0,0
300.5686420325331,308.90842125576665,1529.5367040084548,32.213913477755085,143.81540201296366,L,0,0,0,0,0,0
301.2966443078489,310.79598277477356,1355.1239547719852,36.10907112461418,148.42708215927837,H,0,0,0,0,0,0
301.6773353815662,310.26581476217757,1827.3300731579434,38.87677679405079,141.9089674137379,L,0,0,0,0,0,0
297.52562242230033,305.7069051657853,1808.651308757762,33.953236326381116,51.6352195882198,M,0,0,0,0,0,0
302.0278613496592,309.2439963178634,1745.122323494581,44.02851483778703,161.72258715330184,L,0,0,0,0,0,0
300.60390833428573,308.81954504352404,1456.0146332241015,38.873414771194916,155.43013198753425,L,0,0,0,0,0,0
301.4650103401974,310.1532856857916,1418.5139172707177,37.75424920017363,68.20743945273725,L,0,0,0,0,0,0
299.05790822890043,310.0247953758805,1435.2401947435685,39.42936667236435,-43.775122827829534,H,0,0,0,0,0,0
297.9353836063999,307.25787988087575,1379.5847443811822,40.036107427534354,51.086285649759695,L,0,0,0,0,0,0
301.9761006035224,310.0661342574901,1255.0056483918816,22.16705465855995,88.61536173343659,L,0,0,0,0,0,0
303.3000164509625,309.5610424296332,1233.0166607163187,30.88852682349715,51.78642047111396,L,0,0,0,0,0,0
301.59072038440615,308.4883798103344,1345.0596407328812,57.99757530851616,79.22336023126593,M,0,0,0,0,0,0
299.13969999617444,306.9818590677789,1734.6694460124936,30.57247250694794,83.59768295485205,L,0,0,0,0,0,0
300.32746293244645,309.0194963209218,1803.3310500525758,50.50815284727132,75.11969213918947,L,0,0,0,0,0,0
297.07063050072134,310.68097437871296,1475.8882651478425,59.11476357038305,130.62269689379752,M,0,0,0,0,0,0
303.60164510784847,309.49126716701795,1157.513416091551,53.90553587371356,63.85985904824341,L,0,0,0,0,0,0
300.12495060214525,311.3582598415932,1835.9093131702195,42.678480710415755,143.0968609450302,M,1,0,1,0,0,0
301.4703060225581,309.32410293276456,1337.6665143617124,48.26963440763721,82.41144031337225,M,1,1,0,0,0,0
300.3668401255354,307.69253083150653,984.5893599782582,38.38626064182701,160.18092696055874,M,0,0,0,0,0,0
301.0450963609264,306.97893357525993,1501.5066766711357,19.636584183616645,130.2752731551578,L,0,0,0,0,0,0
299.29195339910365,308.5680705936205,1384.4676802369588,34.118982737141614,152.77863473662353,L,0,0,0,0,0,0
298.9702111241191,306.86974685768735,1723.73859230142,31.239919801572483,171.64026287482773,M,0,0,0,0,0,0
299.49403701999415,312.7514587061243,1616.6317976662872,42.81704528052671,127.8054348863297,L,0,0,0,0,0,0
301.26670830599835,310.9038854547584,1731.4776384073912,42.43931633333682,190.40192582259985,M,0,0,0,0,0,0
298.56708370540963,307.57589118033707,1615.5183569789215,56.57850825627098,54.20834724406447,M,0,0,0,0,0,0
298.96003160783613,311.3441297300157,1595.3484714124577,35.951812824959575,120.64589826253165,L,1,1,0,0,0,0
302.66503418737545,311.14594555432546,1514.3836180022804,29.321718947697722,198.88960175562602,L,0,0,0,0,0,0
297.68306312258176,307.14414266896733,1516.5865985732987,43.404901355277325,89.58500711722434,L,0,0,0,0,0,0
301.7660174980948,310.19528671226783,1258.5194626268653,36.39463790326369,32.682651952734986,M,1,0,0,0,1,0
298.6221285277252,310.59986871966396,1645.699818899731,47.740167172819596,45.28782471693518,M,0,0,0,0,0,0
301.43788878841826,312.79590169536596,1093.261315942907,36.33436697640202,125.24596074327303,M,0,0,0,0,0,0
301.18894720484496,307.892306832908,1375.4320433248058,38.36101305455294,197.09536629439236,L,0,0,0,0,0,0
299.91957652395837,310.1366716525046,1693.8880530248855,19.862954964915048,210.79137926594876,M,0,0,0,0,0,0
301.133958285876,310.5360375895853,1851.9599008309408,43.68715532562646,28.916297445200485,H,0,0,0,0,0,0
299.93149645319346,308.79783447162646,1134.9495645190075,36.18810713658904,45.7048982834092,M,0,0,0,0,0,0
304.18241527353615,307.07155747509444,1462.9407761199616,41.97043924008189,86.36188315745007,M,0,0,0,0,0,0
301.25526944651705,311.227239395545,1767.6289015264663,37.05881110447243,103.00997459531939,M,0,0,0,0,0,0
298.9646894930078,312.5479268336167,1532.3157729534425,46.45101903481333,112.07237713305508,M,0,0,0,0,0,0
301.59097615040145,312.22707958611045,1674.109593610377,29.86970315243444,76.9514366574307,M,0,0,0,0,0,0
304.4812666747321,310.2264111602026,1706.813878943863,33.44999413947096,110.72562603229412,M,0,0,0,0,0,0
